0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
18336756	Pi Pizzeria	1	Mumbai	Shop 7, Darvesh Grand, Next to Bharat Bank, 4th Road, Khar, Mumbai	Khar	Khar, Mumbai	72.8392498568	19.0711750226	Italian, Pizza, Beverages, Desserts, Continental, European	1300	Rs.	0	1	0	0	3	4.4	5BA829	Very Good	1601
18419736	ESTELLA	1	Mumbai	Ground Floor, Nichani Kutir Building, Opposite HDFC Bank, Juhu Tara Road, Juhu, Mumbai	Juhu	Juhu, Mumbai	72.8275862709	19.0902313606	Asian, European, Bar Food	2500	Rs.	0	0	0	0	4	4.3	5BA829	Very Good	1046
42597	3 Wise Monkeys	1	Mumbai	The Unicontental, 3rd Road, Off SV Road, Khar West, Khar, Mumbai	Khar	Khar, Mumbai	72.8397608176	19.0705577510	Chinese, Thai, Italian	1500	Rs.	0	0	0	0	3	4.0	5BA829	Very Good	3117
18286405	Sindhful	1	Mumbai	Haji Mansion, 5th Road, Khar West, Khar, Mumbai	Khar	Khar, Mumbai	72.8379365802	19.0694122434	Sindhi, North Indian, Chinese, Rolls	800	Rs.	0	1	0	0	2	4.3	5BA829	Very Good	1091
18647350	The Looney The Lover & The Poet	1	Mumbai	21st street, Shubhgan Hotel, Off Carter Road, Sand Pada, Khar (west) 	Khar	Khar, Mumbai	72.8264278919	19.0749784172	Continental, American, Lebanese, European	1700	Rs.	0	0	0	0	3	4.1	5BA829	Very Good	974
18340815	Urban Street Café	1	Mumbai	Bhavya Plaza, Shop 1, Near Kotak Mahindra Bank, Khar, Mumbai	Khar	Khar, Mumbai	72.8382768855	19.0709107495	Mexican, Burger, Cafe, Italian, Pizza, Rolls, Lebanese, Asian	700	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	864
34182	Little Italy	1	Mumbai	Juhu Tara Road, Juhu, Mumbai	Juhu	Juhu, Mumbai	72.8274776414	19.0897852527	Mexican, Italian, Pizza, Lebanese	1400	Rs.	0	1	0	0	3	4.0	5BA829	Very Good	1252
38405	Guru Kripa	1	Mumbai	40, Guru Kripa Building, Road 24, Near SIES College, Sion, Mumbai	Sion	Sion, Mumbai	72.8617576137	19.0428957293	North Indian, Street Food, Fast Food, Sandwich, Desserts	300	Rs.	0	1	0	0	1	4.3	5BA829	Very Good	3224
40853	Hardeep Punjab	1	Mumbai	GTB Nagar, Sion Koliwada, Sion, Mumbai	Sion	Sion, Mumbai	72.8631024063	19.0341451168	North Indian, Chinese, Mughlai, Seafood	1300	Rs.	0	1	0	0	3	4.4	5BA829	Very Good	753
18089622	Cafe Istaa	1	Mumbai	12 A/1 New Sion C.H.S. Limited, Sion, Mumbai	Sion	Sion, Mumbai	72.8611987084	19.0418343341	Cafe, Desserts, Italian, Salad	500	Rs.	0	0	0	0	2	4.1	5BA829	Very Good	1002
18394597	Uncafe	1	Mumbai	16, Maryland Corner, Near Chagan Mitha Petrol Pump, Sion Circle, Sion, Mumbai	Sion	Sion, Mumbai	72.8649427369	19.0441776981	Cafe	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	723
39011	Sion Lunch Home	1	Mumbai	11, Harakh Niwas, Near Sion Railway Station, Sion, Mumbai	Sion	Sion, Mumbai	72.8643617034	19.0455537832	Mangalorean, Chinese, North Indian, Seafood	500	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	699
47061	Seven Sevens	1	Mumbai	157, Dhiraj Dham, Jain Society, Near Old SIES College, Sion West, Sion, Mumbai	Sion	Sion, Mumbai	72.8600772098	19.0401241709	Fast Food, Continental, Chinese	650	Rs.	0	1	0	0	2	3.7	9ACD32	Good	529
49057	Peninsula	1	Mumbai	117, Peace Heaven, Opposite PVR Sion, Sion Circle, Sion, Mumbai	Sion	Sion, Mumbai	72.8647489473	19.0418305309	Seafood, Desserts, Italian, Goan, North Indian, Chinese, Mughlai, Indian	1000	Rs.	0	0	0	0	3	3.9	9ACD32	Good	543
17843827	BOX8- Desi Meals	1	Mumbai	Near Antop Hill, Wadala, Mumbai	Wadala	Wadala, Mumbai	72.8669852391	19.0299094138	North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream	500	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	392
18687401	Mojo Pizza - 2X Toppings	1	Mumbai	Shop 125, 1st Floor, Opposite MMRTO Office, Sion	Sion	Sion, Mumbai	72.8756899000	19.0350506000	Pizza, Fast Food	500	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	252
37537	Bhagat Tarachand	1	Navi Mumbai	Shatrughan Tower, Sector 18, Vashi, Navi Mumbai	Vashi	Vashi, Navi Mumbai	73.0085230619	19.0722444688	North Indian, Street Food, Fast Food, Chinese	450	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	1558
18628049	Third Eye Cafe	1	Navi Mumbai	Shop 20, Plot 17, Palm Beach Galleria Mall, Palm Beach Galleria, Sector 19-D, Vashi, Navi Mumbai	Vashi	Vashi, Navi Mumbai	73.0076174811	19.0845763481	Continental, Burger, Cafe, Italian, North Indian, Chinese, Salad, Indian	900	Rs.	0	1	0	0	2	4.3	5BA829	Very Good	1357
18521539	Genuine Broaster Chicken	1	Navi Mumbai	Shop 115, First Floor, Satra Plaza, Vashi, Navi Mumbai	Satra Plaza, Vashi	Satra Plaza, Vashi, Navi Mumbai	73.0060450360	19.0825234750	American, Italian	1150	Rs.	0	1	0	0	3	4.4	5BA829	Very Good	1232
18667973	Qilaa de Vashi	1	Navi Mumbai	184, Ground Floor, Opposite Blue Diamond Hotel, Sector 12, Vashi, Navi Mumbai	Vashi	Vashi, Navi Mumbai	73.0052219331	19.0907287947	Chinese, Continental, Mughlai, Pizza, North Indian, BBQ	1000	Rs.	0	1	0	0	3	4.1	5BA829	Very Good	841
18561886	Taste Of Punjab	1	Navi Mumbai	Shop 178 , 1st Floor, Satra Plaza, Sector 19, Vashi, Navi Mumbai	Satra Plaza, Vashi	Satra Plaza, Vashi, Navi Mumbai	73.0064892769	19.0830915901	North Indian	1500	Rs.	0	0	0	0	3	4.2	5BA829	Very Good	959
17851922	Pop Tate's	1	Navi Mumbai	Shop 120, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Road, Vashi, Navi Mumbai	Satra Plaza, Vashi	Satra Plaza, Vashi, Navi Mumbai	73.0058784038	19.0823333635	European, Italian, Continental, Mexican	1600	Rs.	0	0	0	0	3	3.9	9ACD32	Good	1188
18600931	Bombay Barbeque	1	Navi Mumbai	Ground Floor, Plot 21, Sector 19D, Galleria Mall, Phase 2, Palm Beach Road, Vashi, Navi Mumbai	Vashi	Vashi, Navi Mumbai	73.0073774233	19.0850788688	Mughlai, North Indian, BBQ	1600	Rs.	0	0	0	0	3	4.5	3F7E00	Excellent	1031
18638466	The PUBLIC Co.	1	Navi Mumbai	117, First Floor, The Public Co., Satra Plaza, Palm Beach Road, Sector 19-D, Vashi, Phase 2, Navi Mumbai	Vashi	Vashi, Navi Mumbai	73.0060078204	19.0826178970	Continental, Indian, Beverages, Salad, Pizza, European, American, Asian	1500	Rs.	0	1	0	0	3	4.1	5BA829	Very Good	546
17831689	The Food Studio - Kitchen & Bar	1	Navi Mumbai	Sector 19, Next to Satra Plaza, Palm Beach Road, Vashi, Navi Mumbai	Satra Plaza, Vashi	Satra Plaza, Vashi, Navi Mumbai	73.0054023117	19.0816556144	Continental, Asian, North Indian	1100	Rs.	0	1	0	0	3	4.1	5BA829	Very Good	2192
18595988	Trench Restro Lounge By The Chocolate Room	1	Mumbai	Shop 2, Jawahar ban, CHS Limited, Opposite Kokilaben Ambani hospital, 4 Bungalows, Mumbai	4 Bungalows	4 Bungalows, Mumbai	72.8258129954	19.1307381955	North Indian, Mexican, Coffee, Tea, Bakery, Desserts, Italian, Asian	800	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	1870
18587875	SardaarJi	1	Mumbai	Shop 6, Sab TV Lane, Andheri Lokhandwala, Andheri West, Mumbai	Andheri Lokhandwala, Andheri West	Andheri Lokhandwala, Andheri West, Mumbai	72.8283989802	19.1363704074	North Indian, Rolls, Momos	500	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	1175
18432390	Versova Social	1	Mumbai	1311/2, Plot B, Savitribai Jotiba Phule Road, Versova Link Road, Versova, Andheri West	Versova, Andheri West	Versova, Andheri West, Mumbai	72.8206842765	19.1263557641	American, North Indian, Chinese, Finger Food	1400	Rs.	1	1	1	0	3	4.2	5BA829	Very Good	2809
38766	Pishu's	1	Mumbai	Shop 9, Nand Kripa Shopping Centre, Ratan Nagar, 4 Bungalows, Mumbai	4 Bungalows	4 Bungalows, Mumbai	72.8252913058	19.1283428397	Healthy Food, Juices, Fast Food, Salad	650	Rs.	0	1	0	0	2	4.3	5BA829	Very Good	1452
18625149	The Tanjore Tiffin Room	1	Mumbai	Jewel Mahal Shopping Center, 7 Bungalows, Versova, Andheri West	Versova, Andheri West	Versova, Andheri West, Mumbai	72.8163732961	19.1287612851	Chettinad	1300	Rs.	0	0	0	0	3	4.5	3F7E00	Excellent	964
49221	Coffee By Di Bella	1	Mumbai	Shop 6/7, Shubham Co-op Housing Society, Juhu Versova Link Road, Versova, Andheri West	Versova, Andheri West	Versova, Andheri West, Mumbai	72.8223254532	19.1254168601	Cafe, Desserts	650	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	3090
48386	Global Buffet - Svenska Design Hotel	1	Mumbai	Svenska Design Hotel, SAB TV Road, Off Link Road, Andheri Lokhandwala, Andheri West	Svenska Design Hotel, Andheri West	Svenska Design Hotel, Andheri West, Mumbai	72.8278471157	19.1363273296	Continental, Italian, North Indian, South Indian, Chinese, Mediterranean	1500	Rs.	0	1	0	0	3	4.1	5BA829	Very Good	960
43968	Jamjar Diner	1	Mumbai	7A & B, Arram Nagar 2, Behind Washing Bay, Yari Road, Versova, Andheri West	Versova, Andheri West	Versova, Andheri West, Mumbai	72.8122973442	19.1328278474	American, Mexican, Italian, Burger, Salad, Healthy Food	1500	Rs.	0	1	1	0	3	4.1	5BA829	Very Good	4597
37974	Dimsum & More	1	Mumbai	6, Gold Crown Building, JP Road, ICICI Bank, 7 Bungalows, Andheri West	7 Bungalows, Andheri West	7 Bungalows, Andheri West, Mumbai	72.8152179345	19.1297698577	Chinese, Thai, Asian, Korean, Vietnamese, Japanese, Burmese	800	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1086
18168398	Aquafire Restaurant	1	Mumbai	005-010, E Square Building, Near Garware House, Subhash Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8517335281	19.1073267129	North Indian, Continental, Chinese, Italian	1100	Rs.	0	1	0	0	3	4.5	3F7E00	Excellent	1230
32663	Rama Krishna	1	Mumbai	51 A, Tejpal Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8443681821	19.0989755281	North Indian, Street Food	450	Rs.	0	1	1	0	1	4.1	5BA829	Very Good	972
49486	Tea Villa Cafe	1	Mumbai	Pardhy House, Opposite Jain Temple, Junction of MG Road and Hanuman Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8466775641	19.1032617408	Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese	1000	Rs.	1	1	1	0	3	4.1	5BA829	Very Good	3187
18382976	Garde Manger Cafe	1	Mumbai	Parmar CHS, Paranjape B Scheme, 1st Road Near Mahila Sangh School, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8521767631	19.1048096797	Cafe, Healthy Food, Italian, Juices	700	Rs.	0	1	0	0	2	4.4	5BA829	Very Good	1665
37243	Boulevard - The Orchid	1	Mumbai	The Orchid Hotel, Level 1, 70/C, Nehru Road, Adjacent to Domestic Airport, Vile Parle East, Mumbai	The Orchid, Vile Parle East	The Orchid, Vile Parle East, Mumbai	72.8548160000	19.0973020000	North Indian, Seafood	2600	Rs.	1	0	0	0	4	4.5	3F7E00	Excellent	1304
39000	The Shack	1	Mumbai	Sangita Nest, Ground Floor, Mahant Road Extension, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8522394598	19.1026395197	Chinese, Italian, North Indian	700	Rs.	0	1	0	0	2	4.5	3F7E00	Excellent	542
35186	Gajalee	1	Mumbai	Kadamgiri Complex, Hanuman Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8516839072	19.1037014760	Seafood, Maharashtrian, North Indian	1000	Rs.	0	1	0	0	3	4.2	5BA829	Very Good	1589
18545503	Cafe Ville Villa	1	Mumbai	Shop 3, Dunhill Castle, Opposite ICICI Bank, Hanuman Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8514076397	19.1036938726	Cafe, Burger, Continental, Desserts, Italian, Pizza, Thai	600	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	828
39986	The Good Food Co.	1	Mumbai	3, Nand Prem, Opposite Shiv Sagar, Nehru Road, Vile Parle East, Mumbai	Vile Parle East	Vile Parle East, Mumbai	72.8456784412	19.0983098863	Fast Food, Burger	500	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	1111
18379391	Eat Play Love	1	Mumbai	Vikrant Circle, Near Satyam Shopping Centre, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9039045051	19.0752363464	Italian, Fast Food	600	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1066
18555551	Juno's Pizza	1	Mumbai	Shop 2, Madhav Apartment, Jawahar Road, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9075291753	19.0847319205	Pizza, Italian, Fast Food	650	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	1575
39443	Pure Milk Centre	1	Mumbai	19/20, Vikrant, RB Mehta Marg, Tilak Road, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9050394148	19.0751669527	South Indian, Fast Food, Beverages, Street Food	500	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1821
38305	Achija	1	Mumbai	13, Vasant Nivas, Tilak Road Naka, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9055587575	19.0800215907	North Indian, Chinese, South Indian, Maharashtrian	850	Rs.	0	1	0	0	2	3.9	9ACD32	Good	1183
18561286	Mumbai 77	1	Mumbai	Shop G1, Megor Arcade M.G Road, Next To Sindhuwadi, Near Satyam Shopping Centre, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9036704823	19.0760931504	Continental, Mexican, Beverages, Cafe, Desserts, Italian, Chinese, Ice Cream	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	774
18234216	Food And Taste Theory	1	Mumbai	Unit 12-13,C-15, Vikrant Building, Vikrant Circle,Jhulelal Chowk, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9050457850	19.0750281652	Continental, Italian	800	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	950
18378193	The Chocolate Room	1	Mumbai	Shop 1, M G Road, Opposite Kotak Mahindra Bank, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9040322453	19.0785218995	Cafe, Desserts	600	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	793
18635199	Tea Villa Cafe	1	Mumbai	Shop 20 & 21, Neelkanth Regent Towers, Narkar Road, Near Vanita Vikas School, Pant Nagar, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9114234075	19.0850772845	Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese	1000	Rs.	0	1	0	0	3	4.2	5BA829	Very Good	755
18477050	Hungry Head	1	Mumbai	M G Road, Opposite Kotak Mahindra Bank, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9039450735	19.0786258295	Fast Food, Desserts, Beverages	400	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	842
18379391	Eat Play Love	1	Mumbai	Vikrant Circle, Near Satyam Shopping Centre, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9039045051	19.0752363464	Italian, Fast Food	600	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1066
18555551	Juno's Pizza	1	Mumbai	Shop 2, Madhav Apartment, Jawahar Road, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9075291753	19.0847319205	Pizza, Italian, Fast Food	650	Rs.	0	1	0	0	2	4.1	5BA829	Very Good	1575
39443	Pure Milk Centre	1	Mumbai	19/20, Vikrant, RB Mehta Marg, Tilak Road, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9050394148	19.0751669527	South Indian, Fast Food, Beverages, Street Food	500	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1821
38305	Achija	1	Mumbai	13, Vasant Nivas, Tilak Road Naka, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9055587575	19.0800215907	North Indian, Chinese, South Indian, Maharashtrian	850	Rs.	0	1	0	0	2	3.9	9ACD32	Good	1183
18561286	Mumbai 77	1	Mumbai	Shop G1, Megor Arcade M.G Road, Next To Sindhuwadi, Near Satyam Shopping Centre, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9036704823	19.0760931504	Continental, Mexican, Beverages, Cafe, Desserts, Italian, Chinese, Ice Cream	600	Rs.	0	1	0	0	2	3.9	9ACD32	Good	774
18234216	Food And Taste Theory	1	Mumbai	Unit 12-13,C-15, Vikrant Building, Vikrant Circle,Jhulelal Chowk, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9050457850	19.0750281652	Continental, Italian	800	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	950
18378193	The Chocolate Room	1	Mumbai	Shop 1, M G Road, Opposite Kotak Mahindra Bank, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9040322453	19.0785218995	Cafe, Desserts	600	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	793
18635199	Tea Villa Cafe	1	Mumbai	Shop 20 & 21, Neelkanth Regent Towers, Narkar Road, Near Vanita Vikas School, Pant Nagar, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9114234075	19.0850772845	Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese	1000	Rs.	0	1	0	0	3	4.2	5BA829	Very Good	755
18477050	Hungry Head	1	Mumbai	M G Road, Opposite Kotak Mahindra Bank, Ghatkopar East, Mumbai	Ghatkopar East	Ghatkopar East, Mumbai	72.9039450735	19.0786258295	Fast Food, Desserts, Beverages	400	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	842
18494145	Canto Cafe & Bar	1	Mumbai	534, SVP Road, Hughes Road, Opera House, Charni Road, Mumbai	Charni Road	Charni Road, Mumbai	72.8156718984	18.9567929424	Continental, Mexican, Italian, American	1300	Rs.	0	1	0	0	3	4.3	5BA829	Very Good	2248
43212	Sardar Refreshments	1	Mumbai	Tardeo Road Junction, Opposite Bus Depot, Tardeo, Mumbai	Tardeo	Tardeo, Mumbai	72.8150073811	18.9698521835	Street Food, Maharashtrian, Fast Food, Juices	250	Rs.	0	1	0	0	1	3.8	9ACD32	Good	3905
17846262	Coffee By Di Bella	1	Mumbai	Kanchenjunga Building, Second Gate Of Vama Store, Peddar Road, Mumbai	Peddar Road	Peddar Road, Mumbai	72.8072857000	18.9650961000	Cafe, Desserts	650	Rs.	0	1	1	0	2	4.1	5BA829	Very Good	1941
18471988	Grandmama's Cafe	1	Mumbai	Ground Floor, Habib Mansion, August Kranti Maidan, Kemps Corner, Mumbai	Kemps Corner	Kemps Corner, Mumbai	72.8100399300	18.9636071110	Cafe, American, Desserts	1000	Rs.	1	1	0	0	3	4.2	5BA829	Very Good	1104
18435885	Tea Villa Cafe	1	Mumbai	Seva Sadan Society, Pandita Ramabai Road, Next To Gamdevi Police Station, Gamdevi, Grant Road, Mumbai	Grant Road	Grant Road, Mumbai	72.8128515556	18.9606379561	Cafe, Beverages, Continental, Italian, Lebanese, Desserts, Chinese	1000	Rs.	0	1	0	0	3	4.2	5BA829	Very Good	2205
32904	Cafe Noorani	1	Mumbai	5 D, Tardeo Road, Haji Ali Circle, Tardeo, Mumbai	Tardeo	Tardeo, Mumbai	72.8118031472	18.9771838841	Mughlai, North Indian, Biryani, Chinese	750	Rs.	0	1	0	0	2	3.7	9ACD32	Good	1406
18453954	Candy and Green	1	Mumbai	4th & 5th Floor, Hub Town Sky Bay, Bhulabhai Desai Road, Breach Candy, Mumbai	Breach Candy	Breach Candy, Mumbai	72.8062801436	18.9751407804	Asian, Italian, Continental, Desserts, Healthy Food	1600	Rs.	0	1	0	0	3	4.1	5BA829	Very Good	972
18581092	TNBT : The Next Big Thing	1	Mumbai	29/A, Jethabhai Govindji Building, Opposite Merchants Club, Metro Motors Lane, Rangekar Road, Chowpatty, Mumbai	Chowpatty	Chowpatty, Mumbai	72.8119976074	18.9562897166	Italian, Thai, Mexican, Chinese	850	Rs.	0	1	0	0	2	3.9	9ACD32	Good	1418
37679	Cream Centre	1	Mumbai	Fulchand Niwas, Chowpatty Sea Face, Chowpatty, Mumbai	Chowpatty	Chowpatty, Mumbai	72.8128877655	18.9557671466	North Indian, Fast Food, Italian	1200	Rs.	0	0	0	0	3	3.8	9ACD32	Good	1786
18392725	Tamasha	1	Mumbai	Ground Floor, Victoria House, E.B Marg, Lower Parel, Mumbai	Lower Parel	Lower Parel, Mumbai	72.8274960816	19.0060598584	Finger Food, Continental	1800	Rs.	0	0	0	0	3	4.9	3F7E00	Excellent	4062
18616378	Lord of the Drinks	1	Mumbai	Third Floor, Trade View Building, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai	Kamala Mills Compound	Kamala Mills Compound, Mumbai	72.8275450319	19.0041423248	Finger Food, Continental, European, Chinese, North Indian, Italian	1500	Rs.	0	0	0	0	3	4.8	3F7E00	Excellent	2010
18617715	Plum by Bent Chair	1	Mumbai	Third Floor, Trade View Building, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai	Kamala Mills Compound	Kamala Mills Compound, Mumbai	72.8264416382	19.0059327420	Asian	1800	Rs.	0	0	0	0	3	4.9	3F7E00	Excellent	1580
17808556	Todi Mill Social	1	Mumbai	242, Mathuradas Mill Compound, Near Viva Centre, Todi Mills, Lower Parel, Mumbai	Lower Parel	Lower Parel, Mumbai	72.8306587413	19.0000260041	American, North Indian, Chinese, Finger Food	1400	Rs.	0	1	1	0	3	4.5	3F7E00	Excellent	5231
18669513	Flea Bazaar Café	1	Mumbai	Unit 5, 1st Floor, Trade View Building, Oasis City Complex, Pandurang Budhkar Marg, Lower Parel, Mumbai	Flea Bazaar Café	Flea Bazaar Café, Mumbai	72.8265606612	19.0059197451	American, Asian, Street Food, Indian, Lucknowi, Mexican, Chinese, Italian	800	Rs.	0	1	0	0	2	4.2	5BA829	Very Good	1855
18562758	Talaiva	1	Mumbai	3rd Floor,Trade View Building, Kamala Mills, Lower Parel, Mumbai	Kamala Mills Compound	Kamala Mills Compound, Mumbai	72.8268627450	19.0059793408	North Indian, Continental, Indian	1500	Rs.	0	0	0	0	3	4.3	5BA829	Very Good	2367
18531160	FLYP Cafe	1	Mumbai	1st Floor, Trade View Building, Next to Gate 4, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai	Kamala Mills Compound	Kamala Mills Compound, Mumbai	72.8261476010	19.0055799223	North Indian, Mexican, Italian, Continental	1400	Rs.	0	0	0	0	3	3.9	9ACD32	Good	2301
18751425	Angrezi Dhaba	1	Mumbai	Todi Mill Compound, Lower Parel, Mumbai	Lower Parel	Lower Parel, Mumbai	72.8296998516	19.0010721330	North Indian, Chinese, Thai, European	1500	Rs.	0	0	0	0	3	4.5	3F7E00	Excellent	297
18133554	Palladium Social	1	Mumbai	Level 3, Palladium Mall, Senapati Bapat Marg, Lower Parel, Mumbai	Palladium Mall, Lower Parel	Palladium Mall, Lower Parel, Mumbai	72.8238925338	18.9943615773	American, North Indian, Chinese, Finger Food	1400	Rs.	0	0	0	0	3	4.8	3F7E00	Excellent	4714
59009	Empire Restaurant	1	Bangalore	232, 6th Cross, Subedar Chatham Road, Nataka Gubbi Veeranna Road, Gandhi Nagar, Majestic, Bangalore	Majestic	Majestic, Bangalore	77.5749761984	12.9795715761	North Indian, Arabian, South Indian, Chinese, Biryani	750	Rs.	0	1	0	0	2	4.0	5BA829	Very Good	1556
52098	Brahmin's Coffee Bar	1	Bangalore	Ranga Rao Road, Near Shankar Mutt, Shankarapura, Near Basavanagudi, Bangalore	Basavanagudi	Basavanagudi, Bangalore	77.5688366219	12.9541303560	South Indian	100	Rs.	0	0	0	0	1	4.8	3F7E00	Excellent	2661
55492	Karnataka Bhel House	1	Bangalore	6,  2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore	Basavanagudi	Basavanagudi, Bangalore	77.5673490018	12.9593199657	Street Food	100	Rs.	0	1	0	0	1	4.1	5BA829	Very Good	445
52716	New Modern Hotel	1	Bangalore	Near Minerva Circle, AN Krishanrao Road, V V Puram, Basavanagudi Area, Basavanagudi, Bangalore	Basavanagudi	Basavanagudi, Bangalore	77.5789555907	12.9542273987	South Indian	150	Rs.	0	0	0	0	1	4.2	5BA829	Very Good	268
52331	Fishland	1	Bangalore	Sujatha Complex, 1st Main, Gandhinagar, Majestic, Bangalore	Majestic	Majestic, Bangalore	77.5786085799	12.9755356960	Seafood	500	Rs.	0	0	0	0	2	4.2	5BA829	Very Good	295
55453	Chikkanna Tiffin Room	1	Bangalore	Near Ulsoor Gate Police Station, Cubbonpet, City Market, Bangalore	City Market	City Market, Bangalore	77.5842908397	12.9684282321	South Indian	150	Rs.	0	0	0	0	1	4.5	3F7E00	Excellent	202
55545	Lakshmi Natraja Refreshments	1	Bangalore	126, Behind Kalamma Temple, Nagarpet, Near Majestic, Majestic, Bangalore	Majestic	Majestic, Bangalore	77.5795064494	12.9674990258	South Indian	150	Rs.	0	0	0	0	1	4.3	5BA829	Very Good	201
52343	Sukh Sagar	1	Bangalore	10, 3rd Main Road, Gandhinagar, Majestic Area, Majestic, Bangalore	Majestic	Majestic, Bangalore	77.5776718184	12.9767076206	South Indian, North Indian	500	Rs.	0	0	0	0	2	3.8	9ACD32	Good	250
58154	Mavalli Tiffin Room (MTR)	1	Bangalore	39/40, Hansa Pratheek Building, 3rd Block, Hanumanthappa Road, Gandhinagar, Majestic, Bangalore	Majestic	Majestic, Bangalore	77.5770971552	12.9790321774	South Indian	450	Rs.	0	0	0	0	1	4.1	5BA829	Very Good	134
52218	My Place - Gokulam Grand Hotel & Spa	1	Bangalore	Gokulam Grand Hotel & Spa, 115, Gokula Extension, HMT Road (Near BEL circle), New BEL Road, Bangalore	Gokulam Grand Hotel & Spa, New BEL Road	Gokulam Grand Hotel & Spa, New BEL Road, Bangalore	77.5548944995	13.0425754610	Continental, Asian, South Indian, North Indian	1800	Rs.	1	0	0	0	3	4.1	5BA829	Very Good	421
18657255	Wok Chow	1	Bangalore	Near Big Bazar, Maruti Arcade, Kasada Hobli Koti Hosahalli, Outer Ring Road, Nagashetty Halli, Sanjay Nagar, Bangalore	Sanjay Nagar	Sanjay Nagar, Bangalore	77.5741230000	13.0478610000	Chinese, Thai, Momos	300	Rs.	0	1	0	0	1	3.8	9ACD32	Good	153
